'motivo','arruamento','troco','entidade','tipo_de_condicionamento','data_de_início','hora_de_inicio','data_de_fim','hora_de_fim','observacoes','registo_data','coordenada_x','coordenada_y','registo_hora','ultima_modificacao_data','ultima_modificacao_hora','objectid','esriGeometryPoint'
'Outro motivo','Rua do Bonjardim','704','','Estreitamento',1685660400000,27000000,1685660400000,81900000,'',1685660400000,-8.668199,41.15047,26760000,1685660400000,26880000,140661,'-44914.73319999961,164728.92510000026'
'Outro motivo','Rua de Manuel Pinto de Azevedo','461/539','','Ocupação do passeio',1685660400000,27900000,1685660400000,81900000,'Reparação de ramal',1685660400000,-8.647674,41.17345,27780000,1685660400000,27840000,140662,'-43176.63370000008,167270.99909999932'
'Outro motivo','Rua de Serpa Pinto','584','','Estreitamento',1685660400000,29700000,1685660400000,81900000,'',1685660400000,-8.620376,41.16571,29760000,1685660400000,29820000,140663,'-40890.728500000216,166398.6357999999'
'Avaria de telecomunicações','Passeio de S. Lázaro','14','Visabeira','Ocupação do passeio',1685660400000,30900000,1685660400000,39600000,'',1685660400000,-8.603341,41.14595,31020000,1685660400000,31080000,141457,'-39472.874499999874,164196.1638999991'
'Avaria de telecomunicações','Rua de Delfim Ferreira','lado oposto ao nº 146','Visabeira','Ocupação do passeio',1685660400000,30600000,1685660400000,36000000,'',1685660400000,-8.646865,41.16981,30720000,1685660400000,30780000,141857,'-43111.13140000035,166866.12689999997'
'Reparação de grelha / boca de lobo','Rua da Agra do Amial','111','','Ocupação do passeio',1685660400000,33300000,1685660400000,81900000,'',1685660400000,-8.609198,41.1768,33540000,1685660400000,33600000,142257,'-39945.79289999972,167624.53759999943'
'Outro motivo','Rua de Vale Formoso','313','','Estacionamento',1688252400000,35100000,1688252400000,81900000,'',1685660400000,-8.612283,41.16812,35580000,1685660400000,35640000,143056,'-40210.009299999976,166661.53869999977'
'Avaria de telecomunicações','Rua do Almada','444','CME','Ocupação do passeio',1685660400000,30600000,1685660400000,64800000,'',1685660400000,-8.612034,41.15095,30480000,1685660400000,30600000,141856,'-40199.661700000055,164754.93009999956'
'Avaria de telecomunicações','Avenida de Rodrigues de Freitas','365','','Ocupação do passeio',1685660400000,38400000,1685660400000,46800000,'',1685660400000,-8.603431,41.14549,38460000,1685660400000,38520000,143858,'-39480.77790000026,164145.14169999928'
'Outro motivo','Rua de Requezende','138','','Ocupação do passeio',1685660400000,36900000,1685660400000,68400000,'Avaria de média tensão',1685660400000,-8.639367,41.17477,36780000,1685660400000,36840000,143456,'-42478.66139999968,167413.72309999907'
'Avaria de CCTV','','PSP007 - Praça da República / Rua do Almada','','',1685660400000,38206000,'','','Registo fotográfico no armário do #315, para futura instalação da CCTV ',1685660400000,-8.612131,41.153578,38206000,1685660400000,38206000,143856,'-40206.16899999975,165046.95119999856'
'Avaria de telecomunicações','Rua de Júlio Dinis','496','PSP','Estreitamento',1685660400000,32400000,1685660400000,39600000,'',1685660400000,-8.626413,41.15313,32760000,1685660400000,32760000,141459,'-41405.32189999981,165003.46680000014'
'Avaria de telecomunicações','Rua de Entreparedes','57','','Estacionamento',1685660400000,35700000,1685660400000,37800000,'',1685660400000,-8.605351,41.14567,35760000,1685660400000,35880000,143057,'-39641.85089999994,164165.43170000013'
'Avaria de telecomunicações','Rua do Dr. Melo Leote','126','Wondercom','Ocupação do passeio',1685660400000,29700000,1685660400000,37800000,'',1685660400000,-8.653404,41.16525,30120000,1685660400000,30180000,141456,'-43662.90290000003,166362.84730000095'
'Avaria de telecomunicações','Rua de António da Silva Marinho','143','Wondercom','Ocupação do passeio',1685660400000,33300000,1685660400000,42300000,'',1685660400000,-8.654811,41.17583,33480000,1685660400000,33660000,142256,'-43773.96819999997,167539.0606999997'
'Avaria de telecomunicações','Rua da Constituição','944','','Estreitamento',1685660400000,32400000,1685660400000,39600000,'',1685660400000,-8.609405,41.16253,32400000,1685660400000,32460000,141458,'-39971.91189999968,166039.72690000013'
'Avaria de CCTV','','PSP038 - Rua de D. João IV / Rua Fernandes Tomás','','',1685660400000,33801000,'','','Montagem da CV',1685660400000,-8.602051,41.148936,33801000,1685660400000,33801000,142656,'-39362.82299999991,164526.7939999993'
'Avaria de CCTV','','PSP004 - Rua do Bonjardim / Rua Gonçalo Cristóvão','','',1685660400000,33859000,'','',' Levantamento de cabo de alimentação para o armário da CV',1685660400000,-8.60808,41.15339,33859000,1685660400000,33859000,142657,'-39866.23579999994,165024.2022999997'
'Outro motivo','Rua Airosa','12','','Estreitamento',1677283200000,33600000,1677283200000,81900000,'',1677283200000,-8.636395,41.1687,33780000,1677283200000,33840000,70213,'-42233.215200000515,166738.07729999942'
'Avaria de telecomunicações','Rua do Campinho','29','MEO','Ocupação do passeio',1685660400000,31500000,1685660400000,38700000,'',1685660400000,-8.604437,41.14617,31860000,1685660400000,31920000,141859,'-39564.777700000275,164220.63910000006'
'Avaria de telecomunicações','Rua do Campo Alegre','1134','PSP','Estreitamento',1685660400000,32400000,1685660400000,36900000,'',1685660400000,-8.641717,41.1539,31620000,1685660400000,31740000,141858,'-42689.721900000295,165094.53769999917'
'Outro motivo','Rua do Almada','556','','Estreitamento',1685660400000,38700000,1685660400000,81900000,'Rutura de ramal domiciliário',1685660400000,-8.611992,41.15224,38940000,1685660400000,39060000,144256,'-40195.287200000195,164898.6129'
'Avaria de CCTV','','PSP033 - Praça da República / Rua de João das Regras','','',1685660400000,39188000,'','','Levantamento do cabo de alimentação para o armário',1685660400000,-8.611886,41.155171,39188000,1685660400000,39188000,143859,'-40184.62700000033,165223.7543999996'
'Avaria de telecomunicações','Rua de Diogo Macedo','n.107','','Estreitamento',1685660400000,54900000,1685660400000,56700000,'CVP na faixa',1685660400000,-8.567592,41.15253,54780000,1685660400000,54840000,147061,'-36468.07589999959,164910.82589999976'
'Avaria de CCTV','','PSP003 - Rua de Santa Catarina / Rua de Gonçalo Cristóvão','','',1685660400000,55064000,'','','Passagem de cabo . ',1685660400000,-8.604819,41.153381,55064000,1685660400000,55064000,147062,'-39592.5060999999,165021.7094999997'
'Outro motivo','Rua de Guedes de Azevedo','216','','Ocupação do passeio',1685660400000,51300000,1685660400000,81900000,'Substituição de cabeça móvel',1685660400000,-8.60761,41.15251,51600000,1685660400000,51660000,146257,'-39827.309899999724,164926.61040000065'
'Reparação de grelha / boca de lobo','Avenida de Fernão de Magalhães','1843','','Estreitamento',1688252400000,45900000,1688252400000,81900000,'',1685660400000,-8.588732,41.16611,46380000,1685660400000,46500000,145058,'-38234.66920000033,166428.2034000006'
'Outro motivo','Rua de Francos','545','','Estreitamento',1685660400000,52200000,1685660400000,81900000,'',1685660400000,-8.628208,41.16688,51840000,1685660400000,51960000,146259,'-41547.276700000235,166531.5940000002'
'Avaria de telecomunicações','Rua de Camões','462','Acompanhamento policial','Estreitamento',1685660400000,49200000,1685660400000,54000000,'',1685660400000,-8.609978,41.15606,49140000,1685660400000,49200000,145456,'-40023.9590999996,165321.47900000043'
'Aluimento','Praça da Galiza','106','','Ocupação do passeio',1685660400000,48300000,1685660400000,81900000,'',1685660400000,-8.627165,41.15221,48180000,1685660400000,48360000,144659,'-41468.99839999989,164902.39169999954'
'Avaria de CCTV','','PSP042 - Rua de Santa Catarina / Rua Fernandes Tomás','','',1685660400000,52127000,'','',' Verificações',1685660400000,-8.60576,41.14973,52127000,1685660400000,52127000,146260,'-39673.70469999961,164616.66389999902'
'Avaria de CCTV','','PSP038 - Rua de D. João IV / Rua Fernandes Tomás','','',1685660400000,52815000,'','','Levantamento de situação para verificação da ligação ao novo armário ',1685660400000,-8.602051,41.148936,52815000,1685660400000,52815000,146660,'-39362.82299999991,164526.7939999993'
'Reparação de grelha / boca de lobo','Rua de S. Brás','112','','Estacionamento',1688252400000,45900000,1688252400000,81900000,'',1685660400000,-8.610956,41.15812,46140000,1685660400000,46560000,145056,'-40104.79119999988,165550.61309999917'
'Avaria de CCTV','','PSP034 - Praça da República / Rua dos Mártires da Liberdade','','',1685660400000,47262000,'','',' levantamentos da situação ',1685660400000,-8.61342,41.15374,47262000,1685660400000,47262000,144658,'-40314.26999999957,165065.5410999991'
'Avaria de telecomunicações','Rua de Álvares Cabral','2','Visabeira','Estreitamento',1685660400000,49500000,1685660400000,51300000,'',1685660400000,-8.618823,41.15519,49200000,1685660400000,49260000,145856,'-40766.92109999987,165228.97650000063'
'Fuga de gás','Praça de Carlos Alberto','104','','Ocupação do passeio',1685660400000,43200000,1685660400000,68400000,'',1685660400000,-8.615889,41.14804,43380000,1685660400000,43500000,144656,'-40525.03060000024,164433.8778000012'
'Avaria de CCTV','','PSP031 - Rua de Latino Coelho / Praça Marquês Pombal','','',1685660400000,54336000,'','','Levantamento de situação para verificação da ligação ao novo armário ',1685660400000,-8.604388,41.160389,54336000,1685660400000,54336000,147060,'-39552.09870000001,165799.81310000084'
'Rotura de conduta','Rua do Monte Alegre','235','','Ocupação do passeio',1685660400000,48300000,1685660400000,81900000,'',1685660400000,-8.617097,41.1651,48240000,1685660400000,48300000,144660,'-40615.85699999989,166329.20350000038'
'Outro motivo','Rua de Gonçalo Cristóvão','144','','Estreitamento',1685660400000,51300000,1685660400000,81900000,'Substituição de válvula de ramal .',1685660400000,-8.607709,41.15354,51720000,1685660400000,51780000,146258,'-39835.01479999998,165041.04499999998'
'Avaria de telecomunicações','Rua de Cedofeita','n.58','','Estreitamento',1685660400000,51300000,1685660400000,52200000,'Abertura de cvp no passeio',1685660400000,-8.616595,41.14952,51120000,1685660400000,51240000,146256,'-40583.39929999961,164598.20549999914'
'Outro motivo','Travessa da China','Nº 141 A','','Estreitamento',1685660400000,57840000,1685660400000,81900000,'Rot. de Ramal Geral',1685660400000,-8.588804,41.14417,57780000,1685660400000,57840000,147460,'-38253.52299999993,163991.23599999966'
'Outro motivo','Rua de S. Francisco','Nº 24','','Estreitamento',1685660400000,73800000,1685660400000,81900000,'Desobstruir coletor público',1685660400000,-8.616758,41.14099,73800000,1685660400000,73920000,147461,'-40602.34200000022,163650.9745000004'
'Outro motivo','Rua do Bolama','rua Visconde de Setúbal','','Estreitamento',1685746800000,-900000,1685746800000,81900000,'Desobstrução de coletor',1685746800000,-8.60544,41.16543,-1260000,1685746800000,-1020000,147861,'-39637.37079999972,166360.23939999955'
'Outro motivo','','Rua de Cardeal Dom Américo,191','','Estreitamento',1685919600000,27000000,1685919600000,81900000,'Colocar CI',1685746800000,-8.597995,41.15273,-660000,1685746800000,-180000,147862,'-39020.0697999997,164946.41670000035'
'Avaria de telecomunicações','Rua de Santos Pousada','Cruzamento com a rua da Firmeza','MEO','Estreitamento',1685746800000,28800000,1685746800000,27000000,'Com policiamento',1685746800000,-8.599993,41.15106,29100000,1685746800000,29220000,148267,'-39188.812800000465,164761.97699999998'
'Avaria de telecomunicações','Rua do Amial','Nº 397','MEO','Estreitamento',1685746800000,37800000,1685746800000,39600000,'Com policiamento',1685746800000,-8.614108,41.17637,37920000,1685746800000,37980000,148270,'-40358.078800000265,167579.5989000001'
'Avaria de CCTV','','PMV07 - Avenida Fernão de Magalhães / Via Cintura Interna','','',1685746800000,40817000,'','',' ',1685746800000,-8.58837,41.16745,40817000,1685746800000,40817000,148271,'-38203.543399999886,166576.82049999974'
'Outro motivo','Avenida da Boavista','Cruzamento com a Rua de Jorge Reinel','','Estreitamento',1685746800000,33300000,1685746800000,44100000,'Reparação de válvula de impanque',1685746800000,-8.657047,41.16252,33540000,1685746800000,33900000,148268,'-43970.46339999984,166062.02339999896'
'Avaria de CCTV','','PMV04 - Rua de Camões','','',1685746800000,37751000,'','',' ',1685746800000,-8.60994,41.15408,37751000,1685746800000,37751000,148269,'-40021.94670000028,165101.68920000066'
'Avaria de telecomunicações','Rua de Fernandes Tomás','Nº 174','MEO','Estreitamento',1685746800000,27900000,1685746800000,29700000,'Com policiamento',1685746800000,-8.600819,41.14874,27540000,1685746800000,27600000,148263,'-39259.532100000404,164504.86529999963'
'Avaria de CCTV','','PMV01 - Avenida Associação Empresarial de Portugal (AEP)','','',1685746800000,28100000,'','',' ',1685746800000,-8.65116,41.17439,28100000,1685746800000,28100000,148264,'-43468.52359999996,167377.1613999991'
'Avaria de telecomunicações','Campo de Vinte e Quatro de Agosto','Cruzamento com a Rua do Duque de Saldanha','MEO','Estreitamento',1685746800000,25200000,1685746800000,28800000,'Com policiamento',1685746800000,-8.598382,41.14832,25080000,1685746800000,25200000,148262,'-39055.218500000374,164457.21600000042'
'Avaria de telecomunicações','Rua de Luis Cruz','Nº189','','Estreitamento',1685746800000,46800000,1685746800000,57600000,'',1685746800000,-8.65086,41.15027,47280000,1685746800000,47340000,148273,'-43459.30690000015,164698.26529999988'
'Outro motivo','Rua Cinco','rua cinco de outubro,497','','Ocupação do passeio',1685919600000,25200000,1685919600000,81900000,'Retificar CRL',1685746800000,-8.633039,41.16257,300000,1685746800000,600000,147863,'-41955.49069999998,166055.81060000017'
'Avaria de telecomunicações','Rua de Pinto Bessa','Cruzamento com a rua do Padre António Vieira','MEO','Estreitamento',1685746800000,27900000,1685746800000,30600000,'Com policiamento',1685746800000,-8.588073,41.14933,28260000,1685746800000,28380000,148265,'-38189.202900000004,164564.22560000044'
'Avaria de CCTV','','PMV10 - Rua do Coronel Raúl Peres / Esplanada do Castelo','','',1685746800000,47679000,'','',' ',1685746800000,-8.67589,41.1497,47679000,1685746800000,47679000,148274,'-45560.8941000002,164647.80859999903'
'Avaria de telecomunicações','Rua de Luis Cruz','nº209','','Estreitamento',1685746800000,46800000,1685746800000,57600000,'',1685746800000,-8.650876,41.15041,47220000,1685746800000,47280000,148272,'-43460.56280000047,164714.19879999943'
'Outro motivo','Rua do Almada','Nº 382','','Ocupação do passeio',1685746800000,28800000,1685746800000,81900000,'Rotura de ramal',1685746800000,-8.612055,41.15001,28440000,1685746800000,28560000,148266,'-40201.97919999994,164650.93379999985'
'Aluimento','Rua de Passos Manuel','Nº95','','Estreitamento',1685746800000,47700000,1685746800000,54900000,'',1685746800000,-8.606816,41.14704,48180000,1685746800000,48240000,148275,'-39763.98450000029,164317.90770000068'
'Avaria de CCTV','','PMV15 - Avenida de Paiva Couceiro','','',1685746800000,52628000,'','',' ',1685746800000,-8.57839,41.1446,52628000,1685746800000,52628000,148276,'-37379.012900000416,164034.78339999937'
'Outro motivo','','Rua  de Mártires de Liberdade,28','','Estreitamento',1685919600000,27000000,1685919600000,81900000,'Reparação de caldeira',1685746800000,-8.614289,41.15076,-2209161600000,1685746800000,180000,148261,'-40389.04970000041,164734.97059999913'
'Acidente rodoviário','Avenida da Associação Empresarial de Portugal','','','Estreitamento',1685746800000,46800000,1685746800000,49500000,'',1685746800000,-8.645302,41.16962,47520000,1685746800000,47520000,147872,'-42980.091099999794,166844.6731999999'
'Avaria de telecomunicações','Rua de Camões','Nº 788','MEO','Estreitamento',1685746800000,34200000,1685746800000,36000000,'Com policiamento',1685746800000,-8.609939,41.15901,33900000,1685746800000,34020000,147868,'-40018.87440000009,165648.7738000005'
'Avaria de telecomunicações','Rua de Santos Pousada','Cruzamento com a Rua do Moreira','MEO','Estreitamento',1685746800000,31500000,1685746800000,33300000,'Com policiamento',1685746800000,-8.599784,41.1533,31380000,1685746800000,31500000,147867,'-39169.911100000056,165010.8499999996'
'Outro motivo','Avenida de Fernão de Magalhães','Nºs 1137, 1169 e 1180','','Estreitamento',1685746800000,26100000,1685746800000,81900000,'Substituição de tampas de CI',1685746800000,-8.592754,41.15967,26340000,1685746800000,26460000,147866,'-38576.04140000048,165714.7345999995'
'Avaria de telecomunicações','Rua do Bonfim','Cruzamento com a Rua de António Carneiro','MEO','Estreitamento',1685746800000,25200000,1685746800000,27600000,'Com policiamento',1685746800000,-8.594161,41.1508,25500000,1685746800000,25680000,147865,'-38699.3459000001,164729.87219999958'
'Avaria de telecomunicações','Rua do Amial','Nº 926','MEO','Estreitamento',1685746800000,36000000,1685746800000,37800000,'Com policiamento',1685746800000,-8.613733,41.18102,36120000,1685746800000,36360000,147869,'-40323.73309999982,168095.37810000003'
'Outro motivo','Rua de Egas Moniz','Nº 152','','Estacionamento',1685746800000,36900000,1685746800000,81900000,'Desentulhar tomada',1685746800000,-8.618326,41.16258,36960000,1685746800000,37080000,147870,'-40720.62009999998,166050.0230999993'
'','Rua de D. Estevão da Gama','59','','Estreitamento',1685919600000,25200000,1685919600000,81900000,'Reparação de conduta',1685746800000,-8.653158,41.17003,720000,1685746800000,780000,147864,'-43639.09100000004,166894.40850000118'
'Avaria de telecomunicações','Rua do Amial','Nº 537','MEO','Ocupação do passeio',1685746800000,40500000,1685746800000,42300000,'',1685746800000,-8.614153,41.17755,40200000,1685746800000,40320000,147871,'-40361.181900000134,167710.1111999998'
'Outro motivo','Rua de S. Dinis','Nº106','','Ocupação do passeio',1685746800000,48600000,1685746800000,81900000,'',1685746800000,-8.623877,41.16735,48960000,1685746800000,49020000,147873,'-41183.5187999997,166581.4268999999'
'Avaria de telecomunicações','Rua das Condominhas','Nº370','','Ocupação do passeio',1685746800000,51300000,1685746800000,54900000,'',1685746800000,-8.650556,41.15087,51240000,1685746800000,51300000,147874,'-43433.3975999998,164765.1249000002'
'Avaria de telecomunicações','Rua do Infante D. Henrique','N~5','','Estreitamento',1685746800000,57600000,1685746800000,61200000,'',1685746800000,-8.613521,41.14137,57420000,1685746800000,57600000,147875,'-40330.34319999999,163691.37020000102'
'Reparação de coletor','Rua de Diogo Brandão','Nº 20','','Corte total',1685833200000,45900000,1685833200000,47700000,'Desobstrução de caixa de saneamento',1685833200000,-8.617705,41.14975,46020000,1685833200000,46140000,148663,'-40676.42599999997,164624.0261000003'
'Outro motivo','Avenida da Boavista','com Jorge Reinel','','Estreitamento',1685919600000,27900000,1685919600000,81900000,'Aluimento no passeio',1685919600000,-8.657074,41.16251,27840000,1685919600000,28080000,149064,'-43972.72539999982,166060.24290000068'
'Outro motivo','Rua de Timor','n.85','','Estreitamento',1685919600000,24300000,1685919600000,81900000,'Substituição de válvula de ramal no passeio',1685919600000,-8.686519,41.1662,24420000,1685919600000,24480000,149463,'-46441.480600000395,166486.30809999985'
'Incêndio urbano','Rua Direita do Viso','Nº 306','','Corte total',1685833200000,37800000,1685833200000,45000000,'Em restauração',1685833200000,-8.642883,41.17869,39240000,1685833200000,45540000,148662,'-42771.14099999981,167850.86119999882'
'Outro motivo','Rua Dr. Corino de Andrade','n.619','','Estreitamento',1685919600000,24300000,1685919600000,81900000,'Rua Doutor Corino de Andrade',1685919600000,-8.575729,41.17574,24600000,1685919600000,24660000,149464,'-37137.94670000016,167492.0874000003'
'Avaria de telecomunicações','Rua do Revilão','Nº 241','Groupfix','Ocupação do passeio',1685919600000,30840000,1685919600000,38040000,'Abrir CVP',1685919600000,-8.65748,41.17136,30780000,1685919600000,30840000,149467,'-44000.88019999952,167043.39150000058'
'Outro motivo','Rua do Moreira','n.302','','Estreitamento',1685919600000,27900000,1685919600000,81900000,'Aluimento no passeio',1685919600000,-8.599955,41.15329,27720000,1685919600000,27780000,149063,'-39184.281999999694,165009.63270000042'
'Outro motivo','Rua de S. Roque da Lameira','n.37','','Estreitamento',1685919600000,24300000,1685919600000,81900000,'rotura de conduta na faixa',1685919600000,-8.591702,41.15628,24240000,1685919600000,24300000,149462,'-38489.75470000038,165338.2396000012'
'Rotura de conduta','Rua da Beata D. Mafalda','Nº 218, Bloco 16','','Estacionamento',1685833200000,33300000,1685833200000,81900000,'',1685833200000,-8.576331,41.16621,33300000,1685833200000,33360000,148661,'-37193.88740000041,166433.59029999922'
'Outro motivo','Avenida do Brasil','n.472','','Estreitamento',1685919600000,24300000,1685919600000,81900000,'Substituição de válvula de ramal no passeio',1685919600000,-8.681187,41.15636,24120000,1685919600000,24180000,149461,'-46000.91930000023,165390.19180000093'
'Acidente rodoviário','Via de Cintura Interna','Nó da A3','','Estreitamento',1685833200000,64800000,1685833200000,70200000,'',1685833200000,-8.593679,41.17123,65040000,1685833200000,70080000,148664,'-38646.90060000025,166999.07569999987'
'Avaria de CCTV','','PMV01 - Avenida Associação Empresarial de Portugal (AEP)','','',1685919600000,22603000,'','',' Status warning PMV.c',1685919600000,-8.65116,41.17439,22603000,1685919600000,22603000,149061,'-43468.52359999996,167377.1613999991'
'Outro motivo','Avenida do Bessa','com a rua Primeiro de Janeiro','Soltrafego','Estreitamento',1685919600000,30600000,1685919600000,57600000,'Selagem de espiras na faixa Com acompanhamento Policial',1685919600000,-8.642768,41.16504,29460000,1685919600000,29640000,149065,'-42770.411899999715,166335.11060000025'
'Avaria de telecomunicações','Rua de Fernandes Tomás','Nº 900','Wondercom','Ocupação do passeio',1685919600000,31140000,1685919600000,38340000,'Abrir CVP',1685919600000,-8.609096,41.15053,31080000,1685919600000,31200000,149468,'-39953.271200000265,164706.94409999967'
'Aluimento','Rua da Beata D. Mafalda','Nº 218','','Estreitamento',1685919600000,34200000,1685919600000,81900000,'',1685919600000,-8.576396,41.16618,34200000,1685919600000,34320000,149861,'-37199.36660000032,166430.99259999956'
'Outro motivo','Rua de Pinto Bessa','n.471','','Estreitamento',1685919600000,31500000,1685919600000,81900000,'Inspeção vídio na faixa',1685919600000,-8.591391,41.15022,31380000,1685919600000,31440000,149068,'-38467.1913999999,164664.32570000098'
'Avaria elétrica','Rua de Fernão Vaz Dourado','74','','Ocupação do passeio',1685919600000,30600000,1685919600000,64800000,'',1685919600000,-8.663203,41.16078,31080000,1685919600000,31200000,149067,'-44488.380400000206,165872.15010000003'
'Avaria de telecomunicações','Rua de Paços de Ferreira','n.121','','Estreitamento',1685919600000,36900000,1685919600000,44100000,'Abertura de vala cerca de 1 metro no passeio para ligação de fibra',1685919600000,-8.659187,41.1654,36180000,1685919600000,36360000,150262,'-44148.12530000046,166382.5401000006'
'Avaria de telecomunicações','Avenida do Dr. Antunes Guimarães','38','','Ocupação do passeio',1685919600000,36000000,1685919600000,39600000,'',1685919600000,-8.662409,41.16397,36060000,1685919600000,36180000,150261,'-44419.52309999995,166225.36170000004'
'Avaria de telecomunicações','Rua da Cidade de Bristol','Nº 184','CME- Marco Oliveira','Estacionamento',1685919600000,38100000,1685919600000,41700000,'abrir CVP',1685919600000,-8.631554,41.17807,38100000,1685919600000,38220000,150661,'-41820.959900000096,167775.88280000014'
'Outro motivo','Praça da República','n,189','','Estreitamento',1685919600000,36900000,1685919600000,81900000,'reparação de CRL no passeio',1685919600000,-8.611946,41.15421,36720000,1685919600000,36780000,150263,'-40190.27070000022,165117.5401000004'
'Avaria de telecomunicações','Campo de Vinte e Quatro de Agosto','nº 206','VISABEIRA- Daniel Frias','Ocupação do passeio',1685919600000,51600000,1685919600000,56400000,'abrir CVP',1685919600000,-8.598702,41.14921,51720000,1685919600000,51840000,152666,'-39081.536799999885,164555.3397000005'
'Outro motivo','Rua de Cedofeita','Nº 305','','Estreitamento',1685919600000,48000000,1685919600000,81900000,'Instalação de Caudalimetro',1685919600000,-8.618219,41.15281,48000000,1685919600000,48060000,153062,'-40703.1232000003,164916.3225999995'
'Rotura de conduta','Rua do Bonjardim','Nº 645','','Ocupação do passeio',1685919600000,48000000,1685919600000,81900000,'',1685919600000,-8.607781,41.15402,47880000,1685919600000,48360000,153061,'-39840.75260000027,165093.8076000007'
'Avaria elétrica','Rua de Júlio Dinis','nº 517','','Ocupação do passeio',1685919600000,47640000,1685919600000,81900000,'baixa tensão',1685919600000,-8.626414,41.15324,47580000,1685919600000,47640000,152661,'-41408.40869999961,165029.93710000074'
'Outro motivo','Rua do Padrão','n.193','','Estreitamento',1685919600000,45000000,1685919600000,81900000,'Abertura de sonda no passeio',1685919600000,-8.678921,41.15712,45120000,1685919600000,45180000,152261,'-45810.11710000019,165473.94180000023'
'Avaria de telecomunicações','Rua de Cândida Sá de Albergaria','Nº 192','Wondercom','Ocupação do passeio',1685919600000,41400000,1685919600000,48600000,'abrir CVP',1685919600000,-8.676115,41.15385,41400000,1685919600000,41460000,151861,'-45576.861399999776,165108.70199999926'
'Outro motivo','Rua da Bouça','88','','Ocupação do passeio',1685919600000,54000000,1685919600000,81900000,'',1685919600000,-8.618419,41.16132,53940000,1685919600000,54000000,153063,'-40729.16060000004,165909.8364999996'
'Avaria de telecomunicações','Rua do Lidador','Nº 608','CME- Marco Oliveira','Estacionamento',1685919600000,48900000,1685919600000,52500000,'Abrir CVP',1685919600000,-8.660604,41.17489,48840000,1685919600000,48900000,152663,'-44260.64890000044,167437.1709999998'
'Outro motivo','Travessa da Fontinha','C/ Raul Dória','','Ocupação do passeio',1685919600000,39360000,1685919600000,81900000,'Verificar ramal aos 30',1685919600000,-8.605731,41.15526,39180000,1685919600000,39540000,151461,'-39667.90890000017,165230.47000000015'
'Outro motivo','Largo da Lapa','Nº 14','','Ocupação do passeio',1685919600000,48000000,1685919600000,81900000,'Desempenar Tomada',1685919600000,-8.612521,41.15728,47940000,1685919600000,48240000,152662,'-40236.62839999975,165458.30699999954'
'Avaria de telecomunicações','Rua das Antas','Nº 393','Groupfix- Pedro Azevedo','Estacionamento',1685919600000,48900000,1685919600000,48900000,'abrir cvp',1685919600000,-8.591751,41.16002,49320000,1685919600000,49380000,152664,'-38491.693500000016,165753.24789999987'
'Outro motivo','Rua do Duque de Saldanha','651','','Ocupação do passeio',1685919600000,55800000,1685919600000,81900000,'',1685919600000,-8.597881,41.14744,55380000,1685919600000,55440000,153065,'-39013.671699999875,164358.45490000007'
'Avaria de telecomunicações','Rua de Costa Cabral','1693','','Ocupação do passeio',1685919600000,54000000,1685919600000,55800000,'',1685919600000,-8.588481,41.17104,54180000,1685919600000,54240000,153064,'-38210.80510000028,166975.9889000001'
'Avaria de telecomunicações','Largo da Lapa','','','Estacionamento',1685919600000,53100000,1685919600000,55800000,'',1685919600000,-8.612612,41.15521,53460000,1685919600000,53520000,152667,'-40245.51939999963,165228.91819999905'
'Outro motivo','Rua de S. Dinis','Nº 97','','Estreitamento',1685919600000,39360000,1685919600000,81900000,'Verificar Ramal',1685919600000,-8.621926,41.16752,39240000,1685919600000,39360000,151464,'-41019.64240000027,166599.64880000066'
'Avaria elétrica','Rua de Paulo da Gama','420','','Ocupação do passeio',1685919600000,56700000,1685919600000,81900000,'',1685919600000,-8.657316,41.14813,57120000,1685919600000,57240000,153465,'-44002.71800000037,164463.81719999964'
'Outro motivo','Rua de Gonçalo Cristóvão','Nº14','','Estreitamento',1685919600000,39360000,1685919600000,81900000,'Verificar Ramal',1685919600000,-8.605366,41.1535,39240000,1685919600000,39420000,151463,'-39638.34209999996,165034.99190000028'
'Reparação de grelha / boca de lobo','Avenida do Bessa','C/ R. 1º janeiro','','Ocupação do passeio',1686006000000,28620000,1686006000000,81900000,'',1686006000000,-8.642832,41.16479,28560000,1686006000000,28620000,155075,'-42775.904699999795,166306.6193000004'
'Reparação de grelha / boca de lobo','Rua dos Anjos','612','','Estreitamento',1686006000000,-900000,1686006000000,81900000,'',1686006000000,-8.584341,41.17384,-780000,1686006000000,-720000,155068,'-37861.703099999606,167284.75489999898'
'Outro motivo','Rua de Contumil','660','','Ocupação do passeio',1685919600000,61200000,1685919600000,81900000,'',1685919600000,-8.583258,41.1684,61140000,1685919600000,61260000,153866,'-37773.981499999754,166679.93339999975'
'Aluimento','Rua de Guedes de Azevedo','216','','Ocupação do passeio',1686006000000,-900000,1686006000000,81900000,'',1686006000000,-8.607601,41.15253,-960000,1686006000000,-900000,155067,'-39826.58820000008,164927.99039999957'
'Aluimento','Rua do Almada','382','','Ocupação do passeio',1686006000000,-900000,1686006000000,81900000,'',1686006000000,-8.612065,41.15001,-1140000,1686006000000,-1080000,155066,'-40202.846400000104,164650.91080000106'
