'motivo','arruamento','troco','entidade','tipo_de_condicionamento','data_de_início','hora_de_inicio','data_de_fim','hora_de_fim','observacoes','registo_data','coordenada_x','coordenada_y','registo_hora','ultima_modificacao_data','ultima_modificacao_hora','objectid','esriGeometryPoint'
'Avaria de telecomunicações','Rua do Bonfim','320','','Ocupação do passeio',1685919600000,58500000,1685919600000,64800000,'',1685919600000,-8.595324,41.15019,58320000,1685919600000,58500000,153865,'-38797.33129999966,164662.55199999962'
'Outro motivo','Rua do Padrão','193','','Ocupação do passeio',1686006000000,-900000,1686006000000,81900000,'',1686006000000,-8.67896,41.15712,-720000,1686006000000,-660000,155069,'-45813.40739999975,165473.21029999995'
'Aluimento','Rua do Almada','556','','Estreitamento',1686006000000,-900000,1686006000000,81900000,'',1686006000000,-8.612012,41.15225,-1200000,1686006000000,-1140000,155065,'-40196.972699999795,164899.1846999991'
'Outro motivo','Rua de Cinco de Outubro','497','','Ocupação do passeio',1686006000000,-900000,1686006000000,81900000,'Retirar sifão',1686006000000,-8.633015,41.16255,-600000,1686006000000,-540000,155070,'-41953.489199999756,166052.75780000005'
'Avaria de CCTV','','PMV01 - Avenida Associação Empresarial de Portugal (AEP)','','',1686006000000,21795000,'','',' Status warning PMV.c',1686006000000,-8.65116,41.17439,21795000,1686006000000,21795000,155071,'-43468.52359999996,167377.1613999991'
'Avaria de telecomunicações','Rua da Azenha','232','Groupfix','Estacionamento',1685919600000,57600000,1685919600000,61200000,'',1685919600000,-8.612177,41.1814,57540000,1685919600000,57600000,153466,'-40193.00150000028,168137.2432000004'
'Avaria de telecomunicações','Rua de Fonseca Cardoso','Nº 131','Wondercom- Rita Margalho','Ocupação do passeio',1686006000000,30840000,1686006000000,43200000,'',1686006000000,-8.609262,41.15635,30720000,1686006000000,30840000,156266,'-39963.61000000033,165353.9861999992'
'Avaria de telecomunicações','Rua da Alegria','Com rua de Santo Ildefonso','','Estreitamento',1685919600000,68400000,1685919600000,81900000,'',1685919600000,-8.603825,41.14659,69120000,1685919600000,69300000,154665,'-39513.16640000044,164266.9606999998'
'Reparação de coletor','Rua de Santa Catarina','C/ travessa da Fontinha','','Estreitamento',1686006000000,27780000,1686006000000,81900000,'',1686006000000,-8.604712,41.15483,27720000,1686006000000,27780000,155074,'-39582.62009999999,165183.05870000052'
'Avaria de telecomunicações','Rua da Restauração','Nº1','Groupfix- Pedro Azevedo','Ocupação do passeio',1686006000000,27540000,1686006000000,31140000,'abrir cvp',1686006000000,-8.619228,41.14618,27480000,1686006000000,27540000,155073,'-40806.48869999965,164228.43109999964'
'Acidente rodoviário','Rua de Camões','Com a Rua de João das Regras','','Estreitamento',1685919600000,66000000,1685919600000,68400000,'',1685919600000,-8.610039,41.15519,67320000,1685919600000,67440000,154265,'-40029.54320000024,165225.28960000002'
'Outro motivo','Travessa do Monte de S. João','238','','Ocupação do passeio',1686006000000,26100000,1686006000000,81900000,'',1686006000000,-8.604086,41.16874,25860000,1686006000000,25920000,155072,'-39521.741600000234,166727.38499999995'
'Avaria de telecomunicações','Rua do Bonjardim','133','ONI/CME','Ocupação do passeio',1686006000000,28800000,1686006000000,32400000,'',1686006000000,-8.612883,41.14901,29220000,1686006000000,29280000,155865,'-40272.11899999999,164540.5084000008'
'Reparação de coletor','Rua de Antero de Quental','Rua do Capitão Pombeiro','','Estreitamento',1686006000000,29700000,1686006000000,81900000,'',1686006000000,-8.613104,41.15665,29400000,1686006000000,29520000,156265,'-40285.950099999965,165388.11859999943'
'Outro motivo','Rua do Bonjardim','Nº 645','','Ocupação do passeio',1686006000000,30600000,1686006000000,81900000,'Reparação de pavimento',1686006000000,-8.607778,41.15402,30420000,1686006000000,30540000,155866,'-39840.527400000065,165093.80629999936'
'Avaria de telecomunicações','Praça da República','210','Viosabeira','Ocupação do passeio',1686006000000,30600000,1686006000000,34200000,'',1686006000000,-8.611902,41.15513,30720000,1686006000000,30840000,156267,'-40185.989099999904,165218.74070000055'
'Reparação de grelha / boca de lobo','Rua de Tomás Ribeiro','41 e 49','','Estreitamento',1686006000000,-900000,1686006000000,81900000,'',1686006000000,-8.598834,41.16205,-900000,1686006000000,-840000,155466,'-39084.96989999995,165981.34840000045'
'Outro motivo','Rua da Firmeza','C/ R. da Alegria','PM/PSP/INEM','Corte total',1686006000000,30000000,1686006000000,32400000,'',1686006000000,-8.60426,41.15095,31020000,1686006000000,31080000,155867,'-39547.02130000016,164751.6744999995'
'Aluimento','Rua do Monte Alegre','235','','Ocupação do passeio',1686006000000,-900000,1686006000000,81900000,'',1686006000000,-8.617114,41.16511,-1020000,1686006000000,-1020000,155465,'-40617.314500000364,166330.22249999893'
'Outro motivo','Rua de D. Estevão da Gama','59 e 89','','Estreitamento',1686006000000,-900000,1686006000000,81900000,'Reparação de conduta',1686006000000,-8.653334,41.17034,-540000,1686006000000,-420000,155467,'-43653.643599999996,166928.10669999965'
'Aluimento','Rua de Contumil','705','','Estreitamento',1679011200000,33300000,1679011200000,81900000,'',1679011200000,-8.583797,41.16839,33480000,1679011200000,33540000,84800,'-37819.23940000025,166679.65839999955'
'Avaria de telecomunicações','Rua da Alegria','n.29','Groupfix','Estreitamento',1686006000000,26100000,1686006000000,33300000,'CVP em zona de estacionamento',1686006000000,-8.603881,41.14695,25920000,1686006000000,26040000,155468,'-39517.60510000029,164306.99550000005'
'Avaria de CCTV','','PSP016 - Rua Bonjardim / Rua Sá da Bandeira','','',1686006000000,31819000,'','',' Colocação de maciço e poste ',1686006000000,-8.609746,41.146727,31819000,1686006000000,31819000,156268,'-40010.148299999404,164284.98489999914'
'Avaria de telecomunicações','Rua de D. Manuel II','Cruzamento com a Rua de Júlio Dinis','MEO','Estreitamento',1686006000000,47700000,1686006000000,48600000,'',1686006000000,-8.625474,41.14864,47760000,1686006000000,47880000,157068,'-41329.3564999998,164504.3022000011'
'Outro motivo','Avenida dos Aliados','170','','Ocupação do passeio',1686006000000,31500000,1686006000000,81900000,'',1686006000000,-8.610561,41.14848,31740000,1686006000000,31800000,155868,'-40077.49700000038,164479.82520000075'
'Reparação de grelha / boca de lobo','Rua da Constituição','C/ Rua de Limpopo','','Ocupação do passeio',1686006000000,36240000,1686006000000,81900000,'',1686006000000,-8.619848,41.16386,36180000,1686006000000,36240000,156274,'-40847.51130000041,166192.69119999866'
'Reparação de grelha / boca de lobo','Rua de João Ramalho','Nº 229','','Ocupação do passeio',1686006000000,35100000,1686006000000,81900000,'',1686006000000,-8.595406,41.16158,35100000,1686006000000,35220000,155871,'-38797.47059999963,165928.20219999927'
'Avaria de telecomunicações','Rua de Sá da Bandeira','124','CME','Ocupação do passeio',1686006000000,35100000,1686006000000,40500000,'',1686006000000,-8.608763,41.14706,35460000,1686006000000,35580000,155872,'-39927.395600000375,164321.07989999972'
'Avaria de telecomunicações','Rua de Passos Manuel','14','','Ocupação do passeio',1686006000000,35100000,1686006000000,42300000,'',1686006000000,-8.608259,41.14737,35220000,1686006000000,35340000,156272,'-39884.88589999999,164355.81259999942'
'Avaria de telecomunicações','Avenida do Dr. Antunes Guimarães','Nº 38','Groupfix- Mário Rodrigues','Estacionamento',1686006000000,35820000,1686006000000,54000000,'Abrir CVP',1686006000000,-8.662694,41.16402,35760000,1686006000000,47700000,156273,'-44443.38879999982,166231.80939999997'
'Avaria elétrica','Rua da Bandeirinha','Nº 62','','Ocupação do passeio',1686006000000,50400000,1686006000000,81900000,'Baixa tensão',1686006000000,-8.620688,41.14542,50520000,1686006000000,50580000,157869,'-40929.54509999978,164145.40699999972'
'Avaria elétrica','Rua da Formiga','316','','Ocupação do passeio',1686006000000,35100000,1686006000000,57600000,'',1686006000000,-8.588706,41.14682,35040000,1686006000000,35220000,156271,'-38243.809700000165,164286.28190000032'
'Avaria de telecomunicações','Rua de Sá da Bandeira','Nº 375','MEO','Ocupação do passeio',1686006000000,49500000,1686006000000,53100000,'',1686006000000,-8.607526,41.14953,49200000,1686006000000,49620000,157468,'-39822.08770000002,164595.50630000036'
'Avaria elétrica','Praceta de Eduardo Soares','Nº 60','','Ocupação do passeio',1686006000000,37500000,1686006000000,81900000,'Abrir Buraco Iluminação Publica',1686006000000,-8.662851,41.1751,37380000,1686006000000,37440000,156275,'-44449.09460000038,167461.721000001'
'Avaria de CCTV','','PSP018 - Rua de José Falcão / Rua de Santa Teresa ','','',1686006000000,45889000,'','',' Colocação de maciço, poste par a CV e ligação á caixa',1686006000000,-8.614441,41.147865,45889000,1686006000000,45889000,156668,'-40403.59360000021,164413.5457999999'
'Outro motivo','Largo da Lapa','Nº 13','','Ocupação do passeio',1686006000000,34500000,1686006000000,81900000,'reparação de pavimento',1686006000000,-8.612389,41.15763,34380000,1686006000000,34500000,156270,'-40225.366999999795,165497.26679999928'
'Avaria de telecomunicações','Rua do Padre Luís Cabral','Nº 1006','Groupfix Agostinho','Estreitamento',1686006000000,33300000,1686006000000,33300000,'substituir a tampa em aluimento',1686006000000,-8.672544,41.15004,33180000,1686006000000,33480000,156269,'-45279.74299999977,164683.51970000064'
'Acidente rodoviário','Avenida da Associação Empresarial de Portugal','','','Estreitamento',1686006000000,31200000,1686006000000,34200000,'Embate entre um pesado e uma viatura ligeira',1686006000000,-8.648881,41.17255,32220000,1686006000000,32340000,155869,'-43278.526600000485,167171.30729999955'
'Avaria elétrica','Rua do Teatro','210A','','Ocupação do passeio',1686006000000,35100000,1686006000000,57600000,'',1686006000000,-8.677129,41.15379,34980000,1686006000000,35400000,155870,'-45662.04360000046,165102.1498000006'
'Avaria de telecomunicações','Rua do Dr. Carlos Passos','Frente ao Bloco 6 - jardim','Altice','Ocupação do passeio',1686006000000,49500000,1686006000000,53100000,'',1686006000000,-8.596738,41.15469,49380000,1686006000000,49560000,157868,'-38913.421599999936,165163.0129000002'
'Avaria elétrica','Rua do Almada','Nº 559','','Ocupação do passeio',1686006000000,50640000,1686006000000,81900000,'Baixa Tensão',1686006000000,-8.61204,41.15222,50460000,1686006000000,50640000,157469,'-40199.37970000039,164896.52920000095'
'Avaria de telecomunicações','Rua de Passos Manuel','Nº 8','Wondercom','Ocupação do passeio',1686006000000,50400000,1686006000000,57600000,'',1686006000000,-8.608419,41.14734,50880000,1686006000000,51600000,157870,'-39898.37829999981,164352.7230999989'
'Outro motivo','Avenida de Fernão de Magalhães','10','','Ocupação do passeio',1686092400000,-1800000,1686092400000,81900000,'Reparar CI',1686092400000,-8.5981,41.15023,-1440000,1686092400000,-1380000,160269,'-39030.35610000044,164668.9008000005'
'Outro motivo','Campo de Vinte e Quatro de Agosto','28','','Estreitamento',1686092400000,-1800000,1686092400000,81900000,'Substituição de tampa',1686092400000,-8.598878,41.14893,-1740000,1686092400000,-1740000,159870,'-39096.456799999745,164524.73939999953'
'Outro motivo','Campo de Vinte e Quatro de Agosto','216','','Estreitamento',1686092400000,-1800000,1686092400000,81900000,'substituir CI',1686092400000,-8.598629,41.1489,-1860000,1686092400000,-1800000,159869,'-39075.533300000214,164521.4867000004'
'Rotura de conduta','Rua de Jorge Viterbo Ferreira','Frente à faculdade','','Ocupação do passeio',1686006000000,57600000,1686006000000,81900000,'',1686006000000,-8.624562,41.14759,57480000,1686006000000,57600000,159068,'-41253.42239999958,164387.77340000065'
'Outro motivo','Rua de D. Estevão da Gama','59 a 89','','Estreitamento',1686092400000,-1800000,1686092400000,81900000,'Reparação de conduta',1686092400000,-8.653302,41.17035,-1140000,1686092400000,-1080000,160271,'-43650.934500000374,166929.43590000045'
'Outro motivo','Rua de Gondarém','603','','Estreitamento',1686092400000,-1800000,1686092400000,81900000,'Substituição CI',1686092400000,-8.681459,41.1581,-1920000,1686092400000,-1680000,159868,'-46022.509700000235,165583.20560000095'
'Avaria de telecomunicações','Rua da Alegria','Com a Rua Santo Ildefonso','','Estreitamento',1686006000000,72000000,1686006000000,81900000,'',1686006000000,-8.603818,41.1466,72000000,1686006000000,72060000,159469,'-39512.53160000027,164268.0700000002'
'Outro motivo','Travessa da Fonte do Outeiro','Junto ao Fontanário','','Estreitamento',1686092400000,-1800000,1686092400000,81900000,'Reparação de ramal',1686092400000,-8.592828,41.17455,-1260000,1686092400000,-1200000,159872,'-38573.51559999961,167367.16159999918'
'Avaria de telecomunicações','Praça do General Humberto Delgado','263','','Ocupação do passeio',1686006000000,56700000,1686006000000,60300000,'',1686006000000,-8.611448,41.14938,56940000,1686006000000,57000000,158668,'-40151.373900000035,164580.8158999994'
'Avaria de telecomunicações','Rua do Engenheiro Carlos Amarante','47','Wondercom','Ocupação do passeio',1686006000000,61200000,1686006000000,64800000,'',1686006000000,-8.614498,41.17566,61620000,1686006000000,61740000,159468,'-40391.2604999998,167500.28449999966'
'Outro motivo','Rua do Padrão','193','','Ocupação do passeio',1686092400000,-1800000,1686092400000,81900000,'Abrir sonda',1686092400000,-8.678989,41.15712,-1620000,1686092400000,-1560000,159871,'-45815.84300000031,165473.57020000028'
'Avaria de telecomunicações','Rua de Carlos Malheiro Dias','Nº 48','PDT','Ocupação do passeio',1686006000000,53100000,1686006000000,54900000,'',1686006000000,-8.594034,41.16063,53280000,1686006000000,53400000,158268,'-38682.952499999636,165821.94200000024'
'Reparação de grelha / boca de lobo','Rua de João Ramalho','229','','Estacionamento',1686092400000,-1800000,1686092400000,81900000,'',1686092400000,-8.59546,41.16155,-1320000,1686092400000,-1260000,160270,'-38802.02060000054,165924.58159999936'
'Avaria de telecomunicações','Rua do Almada','Nº 267','Groupfix-Pedro Azevedo','Ocupação do passeio',1686092400000,27360000,1686092400000,34560000,'Abrir CVP',1686092400000,-8.612138,41.14899,27240000,1686092400000,27420000,160668,'-40209.59729999952,164536.95669999992'
'Outro motivo','Rua de Cinco de Outubro','497','','Ocupação do passeio',1686092400000,-1800000,1686092400000,81900000,'Reparar crl',1686092400000,-8.633015,41.16255,-1560000,1686092400000,-1500000,160268,'-41953.489199999756,166052.75780000005'
'Outro motivo','Rua de Pinto Bessa','Com rua da Estação (na rotunda)','','Estreitamento',1686092400000,28800000,1686092400000,43200000,'Inspeção de coletores; Com acompanhamento policial',1686092400000,-8.586315,41.14883,-1080000,1686092400000,-1020000,160272,'-38041.87409999961,164508.09679999918'
'Avaria de telecomunicações','Praça do General Humberto Delgado','267','','Ocupação do passeio',1686092400000,26580000,1686092400000,34200000,'',1686092400000,-8.611365,41.14942,26520000,1686092400000,26640000,160273,'-40144.451500000396,164584.35759999978'
'Outro motivo','Avenida dos Aliados','Nº 170','','Ocupação do passeio',1686092400000,28500000,1686092400000,81900000,'Reparação de Ramal',1686092400000,-8.611242,41.14853,28440000,1686092400000,28500000,160670,'-40134.656999999694,164485.97220000008'
'Reparação de válvula','Rua da Nau Vitória','Nº 921','','Ocupação do passeio',1686092400000,28560000,1686092400000,81900000,'',1686092400000,-8.57979,41.17444,28440000,1686092400000,28560000,160669,'-37479.47639999996,167349.37150000015'
'Reparação de válvula','Rua de Antero de Quental','766','','Estreitamento',1686092400000,30300000,1686092400000,81900000,'s/ policiamento',1686092400000,-8.610955,41.16508,30240000,1686092400000,30420000,161068,'-40100.42420000023,166324.2553000003'
